,freesound_id,license,name,path,tags,username
0,362156,http://creativecommons.org/licenses/by/3.0/,"Guitar Pitch Pipe, C3.wav",files/362156_5121236-hq.ogg,"['pitch', '3', 'Instrument', 'Guitar', 'Pitch', 'sampler', 'Pipe', 'instrument', 'pipe', 'C', 'guitar', 'Sampler']",InspectorJ
1,181425,http://creativecommons.org/publicdomain/zero/1.0/,Guitar chord.wav,files/181425_1823830-hq.ogg,"['a', 'guitar', 'microphone', 'from', 'chords', 'game', 'Guitar', 'live', 'Spanish', 'acoustic', 'strings']",SeryLis
2,439596,http://creativecommons.org/licenses/by/3.0/,"Guitar, Acoustic, Slide Down, Ab.wav",files/439596_5121236-hq.ogg,"['glissandi', 'down', 'Sliding', 'acoustic', 'Acoustic', 'Glissandi', 'Slide', 'Down', 'guitar', 'sliding', 'gliss', 'slide', 'Gliss', 'Guitar']",InspectorJ
3,203647,http://creativecommons.org/publicdomain/zero/1.0/,Guitar-Chord Ebm+Reverb+E-Guitar,files/203647_3661618-hq.ogg,"['Guitar', 'Ebm', 'Guitar-Chord']",Jack_Master
4,16054,http://creativecommons.org/licenses/by/3.0/,Guitar clean rif.wav,files/16054_36188-hq.ogg,"['clean', 'guitar', 'intro', 'riff']",LG
5,40404,http://creativecommons.org/licenses/by/3.0/,Guitare3 02.wav,files/40404_417293-hq.ogg,"['electric', 'guitar', 'loop']",hubertmichel
6,1377,http://creativecommons.org/licenses/sampling+/1.0/,raked_guitar.wav,files/1377_838-hq.ogg,"['guitar', 'nylon', 'rasgueado']",sleep
7,186498,http://creativecommons.org/licenses/by-nc/3.0/,guitar2.aif,files/186498_2250420-hq.ogg,"['guitar', 'acoustic', 'oragnic']",RistoMilner
8,121776,http://creativecommons.org/publicdomain/zero/1.0/,guitar2.wav,files/121776_907272-hq.ogg,"['ambient', 'delay', 'guitar', 'guitarloop', 'iceland', 'larusg', 'loop', 'relaxed']",Pax11
9,58900,http://creativecommons.org/licenses/by/3.0/,ST Slide guitar blues riff 3.wav,files/58900_649468-hq.ogg,"['acoustic', 'blues', 'guitar', 'oetter', 'riff', 'slide']",juskiddink
10,157441,http://creativecommons.org/publicdomain/zero/1.0/,dub guitar loops 3.wav,files/157441_2481178-hq.ogg,"['guitar', 'solo', 'chill']",nengisuls
11,336247,http://creativecommons.org/publicdomain/zero/1.0/,Guitar E1 Chord,files/336247_5959249-hq.ogg,"['guitar', 'chords', 'distorted', 'distorted-guitar', 'distortion']",deleted_user_5959249
12,48254,http://creativecommons.org/licenses/by/3.0/,Nylon Guitar Loop B-1.wav,files/48254_29541-hq.ogg,"['acoustic-guitar', 'guitar', 'instrument', 'instrumental', 'loop', 'nylon-guitar', 'plucked', 'stereo', 'strings']",digifishmusic
13,401692,http://creativecommons.org/licenses/by/3.0/,guitar-fx5.wav,files/401692_781722-hq.ogg,"['strings', 'electric', 'soft', 'guitar']",heitormar
14,246268,http://creativecommons.org/publicdomain/zero/1.0/,guitar arpeggio C.wav,files/246268_4527417-hq.ogg,"['guitar', 'C', 'guitar-chords', 'major', 'arpeggio']",Lucks86
15,410365,http://creativecommons.org/publicdomain/zero/1.0/,Guitar Impact 1,files/410365_1196020-hq.ogg,"['binaural', 'acoustic', 'guitar', 'hit', 'stereo', 'impact']",BenjaminNelan
16,47031,http://creativecommons.org/publicdomain/zero/1.0/,guitar swell 12.wav,files/47031_514283-hq.ogg,"['ambient', 'delay', 'distorted', 'guitar']",Sub-d
